sms,label
"No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.
",0
"Is she replying. Has boye changed his phone number
",0
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)
",0
"Nothing really, just making sure everybody's up to speed
",0
"I'm not coming home 4 dinner.
",0
"Thx. All will be well in a few months
",0
"See? I thought it all through
",0
"And popping &lt;#&gt; ibuprofens was no help.
",0
"Oh god. I'm gonna Google nearby cliffs now.
",0
"Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?
",0
"Thankyou so much for the call. I appreciate your care.
",0
"Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.
",0
"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance
",0
"Bring it if you got it
",0
"I'm in a movie. Call me 4 wat?
",0
"Not sure I have the stomach for it ...
",0
"(And my man carlos is definitely coming by mu tonight, no excuses)
",0
"soon you will have the real thing princess! Do i make you wet? :)
",0
"Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
",0
"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?
",0
"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!
",0
"Goodmorning, today i am late for 2hrs. Because of back pain.
",0
"Nice talking to you! please dont forget my pix :) i want to see all of you...
",0
"Good Morning plz call me sir
",0
"Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming
",0
"K I'll call you when I'm close
",0
"Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.
",0
"Den wat will e schedule b lk on sun?
",0
"Ok. Me watching tv too.
",0
"SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY
",1
"Did you show him and wot did he say or could u not c him 4 dust?
",0
"Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
",0
"Haha i think i did too
",0
"Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..
",0
"Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/
",0
"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do
",0
"Dont you have message offer
",0
"Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.
",0
"HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX
",0
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!
",1
"Ok...
",0
"Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
",0
"Apps class varaya elaya.
",0
"The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
",0
"At home by the way
",0
"What happen to her tell the truth
",0
"Do you like Italian food?
",0
"Which is weird because I know I had it at one point
",0
"Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
",0
"Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.
",0
"Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D
",1
"Okie...
",0
"That seems unnecessarily affectionate
",0
"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3 
",1
"Thats cool. How was your day?
",0
"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*
",0
"Okay same with me. Well thanks for the clarification
",0
"I'll talk to the others and probably just come early tomorrow then
",0
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic
",1
"Hi. I'm sorry i missed your call. Can you pls call back.
",0
"How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
",0
"Ok then no need to tell me anything i am going to sleep good night
",0
"V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)
",0
"That day ü say ü cut ur hair at paragon, is it called hair sense? Do ü noe how much is a hair cut? 
",0
"Dunno lei he neva say...
",0
"Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
",0
"If i let you do this, i want you in the house by 8am.
",0
"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn
",0
"I will reach before ten morning
",0
"Sorry, I'll call later
",0
"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p
",1
"Boo. How's things? I'm back at home and a little bored already :-(
",0
"First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries
",0
"Thanks da thangam, i feel very very happy dear. I also miss you da.
",0
"Babe, I'm back ... Come back to me ...
",0
"Well you told others you'd marry them...
",0
"Hi! This is Roger from CL. How are you?
",0
"Oh oh... Wasted... Den muz chiong on sat n sun liao...
",0
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.
",0
"Ok... Thanx... Gd nite 2 ü too...
",0
"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.
",0
"Oic... Then better quickly go bathe n settle down...
",0
"Lmao but its so fun...
",0
"Oh k k:)but he is not a big hitter.anyway good
",0
"Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
",1
"Do you think i can move  &lt;#&gt;  in a week
",0
"Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
",1
"How was txting and driving
",0
"Really dun bluff me leh... U sleep early too. Nite...
",0
"Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.
",0
"I donno if they are scorable
",0
"&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here
",0
"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight
",0
"Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...
",0
"Do u knw dis no. &lt;#&gt; ?
",0
"Okay. I've seen it. So i should pick it on friday?
",0
"How much she payed. Suganya.
",0
"Left dessert. U wan me 2 go suntec look 4 u?
",0
"i cant talk to you now.i will call when i can.dont keep calling.
",0
"S.i think he is waste for rr..
",0
"He is world famamus....
",0
"Lol well don't do it without me. We could have a big sale together.
",0
"sry can't talk on phone, with parents
",0
"Ok lor wat time ü finish?
",0
"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!
",0
"Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
",0
"K.:)do it at evening da:)urgent:)
",0
"Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.
",0
"Aiyah e rain like quite big leh. If drizzling i can at least run home.
",0
"I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
",0
"Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.
",0
"No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.
",0
"WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
",1
"Yup i've finished c ü there...
",0
"Remember to ask alex about his pizza
",0
"No da..today also i forgot..
",0
"Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
",0
"Congrats kano..whr s the treat maga?
",0
"Who u talking about?
",0
"Yup...
",0
"Yunny i'm walking in citylink now ü faster come down... Me very hungry...
",0
"U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
",1
"Sorry, I'll call later
",0
"What's happening with you. Have you gotten a job and have you begun registration for permanent residency
",0
"You do what all you like
",0
"That's y we haf to combine n c how lor...
",0
"The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.
",0
"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.
",0
"I dont. Can you send it to me. Plus how's mode.
",0
"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.
",0
"So are you guys asking that i get that slippers again or its gone with last year
",0
"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk
",1
"Please sen :)my kind advice :-)please come here and try:-)
",0
"Oh fine, I'll be by tonight
",0
"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)
",1
"Fuck babe ... What happened to you ? How come you never came back?
",0
"This message is brought to you by GMW Ltd. and is not connected to the
",1
"I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
",0
"And maybe some pressies
",0
"Yeah I am, so I'll leave maybe 7ish?
",0
"K..k..i'm also fine:)when will you complete the course?
",0
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '
",0
"I dont want to hear anything
",0
"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel
",0
"Hey whats up? U sleeping all morning?
",0
"Erm. I thought the contract ran out the4th of october.
",0
"Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p
",1
"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?
",0
"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!
",0
"No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
",0
"Okie... Thanx...
",0
"As usual..iam fine, happy &amp; doing well..:)
",0
"""Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?""
",0
